*******************************************************************************
Ephemeris / WWW_USER Tue Jan 27 23:41:34 2009  Pasadena, USA     / Horizons    
*******************************************************************************
Target body name: Jupiter (599)                   {source: JUP230}
Center body name: Earth (399)                     {source: DE405}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : A.D. 1925-Jan-01 00:00:00.0000 UT      
Stop  time      : A.D. 2049-Dec-31 00:00:00.0000 UT      
Step-size       : 4320 minutes
*******************************************************************************
Target pole/equ : IAU_JUPITER                     {East-longitude -}
Target radii    : 71492.0 x 71492.0 x 66854.0 km  {Equator, meridian, pole}    
Center geodetic : .000000000,.000000000,.00000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: .000000000,.000000000,.00000000 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : High-precision EOP model        {East-longitude +}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Sun                             {source: DE405+DE406}
Interfering body: MOON (Req= 1737.400) km         {source: DE405}
Deflecting body : Sun, EARTH                      {source: DE405}
Deflecting GMs  : 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : JD  
EOP file        : eop.090127.p090420                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2009-JAN-27. PREDICTS-> 2009-APR-19
Units conversion: 1 AU= 149597870.691 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar Elongation (  0.0,180.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
Date_________JDUT, , ,           delta,     deldot,    ObsEcLon,   ObsEcLat,
****************************************************************************
$$SOE
2443099.500000000, , ,4.02335913892545,  0.0456513,  56.3073575, -1.1340459,
2443102.500000000, , ,4.02485560464928,  1.6820812,  55.8979490, -1.1282976,
2443105.500000000, , ,4.02918977774271,  3.3194031,  55.4904516, -1.1217399,
2443108.500000000, , ,4.03635290260970,  4.9459205,  55.0877774, -1.1144058,
2443111.500000000, , ,4.04631195235047,  6.5450459,  54.6927787, -1.1063283,
2443114.500000000, , ,4.05902231271515,  8.1207116,  54.3081857, -1.0975373,
2443117.500000000, , ,4.07443269287985,  9.6620689,  53.9367132, -1.0880597,
2443120.500000000, , ,4.09247872762299, 11.1642817,  53.5807793, -1.0779306,
2443123.500000000, , ,4.11309702432717, 12.6268241,  53.2425651, -1.0671845,
2443126.500000000, , ,4.13621035228403, 14.0452897,  52.9241344, -1.0558693,
2443129.500000000, , ,4.16174187214497, 15.4177243,  52.6274948, -1.0440379,
2443132.500000000, , ,4.18960359550752, 16.7316543,  52.3547468, -1.0317526,
2443135.500000000, , ,4.21968930265621, 17.9848899,  52.1075652, -1.0190836,
2443138.500000000, , ,4.25188159570213, 19.1632830,  51.8873610, -1.0060907,
2443141.500000000, , ,4.28604868839812, 20.2645303,  51.6953592, -0.9928287,
2443144.500000000, , ,4.32206542062594, 21.2953628,  51.5325271, -0.9793405,
2443147.500000000, , ,4.35980100851048, 22.2509528,  51.3996114, -0.9656691,
2443150.500000000, , ,4.39913108652341, 23.1360247,  51.2969969, -0.9518543,
2443153.500000000, , ,4.43993360671609, 23.9486434,  51.2249989, -0.9379361,
2443156.500000000, , ,4.48208206023005, 24.6928415,  51.1838678, -0.9239632,
2443159.500000000, , ,4.52545543374994, 25.3612556,  51.1739154, -0.9099829,
2443162.500000000, , ,4.56991938353675, 25.9498606,  51.1951987, -0.8960462,
2443165.500000000, , ,4.61533837857975, 26.4624633,  51.2474349, -0.8821930,
2443168.500000000, , ,4.66157090385796, 26.8906966,  51.3303924, -0.8684522,
2443171.500000000, , ,4.70847998040864, 27.2436193,  51.4436527, -0.8548450,
2443174.500000000, , ,4.75593796036582, 27.5238142,  51.5866797, -0.8413862,
2443177.500000000, , ,4.80381790078195, 27.7353855,  51.7587185, -0.8280928,
2443180.500000000, , ,4.85201006279597, 27.8824308,  51.9589390, -0.8149769,
2443183.500000000, , ,4.90040405186627, 27.9672763,  52.1866627, -0.8020577,
2443186.500000000, , ,4.94889441472717, 27.9943362,  52.4412945, -0.7893576,
2443189.500000000, , ,4.99737173265335, 27.9515177,  52.7222070, -0.7768983,
2443192.500000000, , ,5.04571931625120, 27.8446580,  53.0284823, -0.7646976,
2443195.500000000, , ,5.09382647858475, 27.6746911,  53.3592763, -0.7527602,
2443198.500000000, , ,5.14158163206901, 27.4417657,  53.7137766, -0.7410866,
2443201.500000000, , ,5.18888914207122, 27.1552646,  54.0910432, -0.7296710,
2443204.500000000, , ,5.23565492524573, 26.8168865,  54.4901048, -0.7185100,
2443207.500000000, , ,5.28179378191820, 26.4346703,  54.9098792, -0.7076027,
2443210.500000000, , ,5.32723229629708, 26.0070044,  55.3494849, -0.6969496,
2443213.500000000, , ,5.37189528599364, 25.5405628,  55.8081989, -0.6865605,
2443216.500000000, , ,5.41571281457621, 25.0312341,  56.2852736, -0.6764421,
2443219.500000000, , ,5.45860371471082, 24.4710298,  56.7798474, -0.6665992,
2443222.500000000, , ,5.50049032646424, 23.8697493,  57.2910415, -0.6570277,
2443225.500000000, , ,5.54129649558665, 23.2253902,  57.8181248, -0.6477185,
2443228.500000000, , ,5.58095233922228, 22.5448170,  58.3602318, -0.6386619,
2443231.500000000, , ,5.61940271556741, 21.8318992,  58.9164623, -0.6298449,
2443234.500000000, , ,5.65659174284878, 21.0922376,  59.4858892, -0.6212610,
2443237.500000000, , ,5.69247822341892, 20.3289926,  60.0676830, -0.6129049,
2443240.500000000, , ,5.72702055758279, 19.5385105,  60.6612936, -0.6047796,
2443243.500000000, , ,5.76017639871828, 18.7276462,  61.2660809, -0.5968910,
2443246.500000000, , ,5.79190029018203, 17.8863240,  61.8813226, -0.5892394,
2443249.500000000, , ,5.82214083406478, 17.0167535,  62.5063125, -0.5818196,
2443252.500000000, , ,5.85085640000519, 16.1244937,  63.1404483, -0.5746189,
2443255.500000000, , ,5.87800227928986, 15.2085597,  63.7831066, -0.5676266,
2443258.500000000, , ,5.90354670239139, 14.2755094,  64.4335138, -0.5608305,
2443261.500000000, , ,5.92746282725879, 13.3269914,  65.0909217, -0.5542217,
2443264.500000000, , ,5.94972867781575, 12.3734627,  65.7545939, -0.5477963,
2443267.500000000, , ,5.97033412355276, 11.4101017,  66.4240721, -0.5415528,
2443270.500000000, , ,5.98926131882610, 10.4357160,  67.0989321, -0.5354976,
2443273.500000000, , ,6.00649173153694,  9.4506945,  67.7785423, -0.5296314,
2443276.500000000, , ,6.02199676656377,  8.4461042,  68.4623720, -0.5239504,
2443279.500000000, , ,6.03575337034629,  7.4310750,  69.1499048, -0.5184441,
2443282.500000000, , ,6.04774485407218,  6.4072812,  69.8406437, -0.5131000,
2443285.500000000, , ,6.05795500155431,  5.3790285,  70.5339513, -0.5079087,
2443288.500000000, , ,6.06638138448709,  4.3470696,  71.2291664, -0.5028605,
2443291.500000000, , ,6.07301913225691,  3.3153609,  71.9256889, -0.4979530,
2443294.500000000, , ,6.07787435974359,  2.2909508,  72.6230438, -0.4931879,
2443297.500000000, , ,6.08095396471415,  1.2643910,  73.3209476, -0.4886004,
2443300.500000000, , ,6.08225854607136,  0.2398185,  74.0185741, -0.4841167,
2443303.500000000, , ,6.08178559382557, -0.7877983,  74.7158503, -0.4797567,
2443306.500000000, , ,6.07952478681455, -1.8203637,  75.4121346, -0.4755582,
2443309.500000000, , ,6.07547801326036, -2.8512303,  76.1069738, -0.4714860,
2443312.500000000, , ,6.06964630493177, -3.8790621,  76.7998110, -0.4675298,
2443315.500000000, , ,6.06204057827826, -4.8969347,  77.4899539, -0.4636818,
2443318.500000000, , ,6.05268010529198, -5.9072298,  78.1768241, -0.4599369,
2443321.500000000, , ,6.04158332185119, -6.9004398,  78.8599326, -0.4562971,
2443324.500000000, , ,6.02877746945350, -7.8795805,  79.5389235, -0.4527661,
2443327.500000000, , ,6.01427977127908, -8.8527943,  80.2132990, -0.4493498,
2443330.500000000, , ,5.99810702470248, -9.8149891,  80.8824501, -0.4460447,
2443333.500000000, , ,5.98027060849929,-10.7716182,  81.5459841, -0.4428424,
2443336.500000000, , ,5.96078520192162,-11.7174147,  82.2033953, -0.4397328,
2443339.500000000, , ,5.93967491404682,-12.6505271,  82.8540938, -0.4367051,
2443342.500000000, , ,5.91696124547806,-13.5648252,  83.4973623, -0.4337544,
2443345.500000000, , ,5.89268096740601,-14.4575574,  84.1324869, -0.4308758,
2443348.500000000, , ,5.86687239846828,-15.3291483,  84.7589254, -0.4280712,
2443351.500000000, , ,5.83958039166234,-16.1699854,  85.3761688, -0.4253441,
2443354.500000000, , ,5.81084852849662,-16.9916425,  85.9836870, -0.4226987,
2443357.500000000, , ,5.78070994218587,-17.7947216,  86.5807961, -0.4201344,
2443360.500000000, , ,5.74919999282161,-18.5768432,  87.1669576, -0.4176413,
2443363.500000000, , ,5.71634903957858,-19.3382271,  87.7416147, -0.4152100,
2443366.500000000, , ,5.68220177684653,-20.0729923,  88.3040172, -0.4128283,
2443369.500000000, , ,5.64680593081106,-20.7803935,  88.8533744, -0.4104883,
2443372.500000000, , ,5.61021456860914,-21.4504014,  89.3888106, -0.4081861,
2443375.500000000, , ,5.57249250012880,-22.0865216,  89.9096390, -0.4059215,
2443378.500000000, , ,5.53370310811479,-22.6830368,  90.4152274, -0.4036999,
2443381.500000000, , ,5.49391746434045,-23.2372335,  90.9048466, -0.4015229,
2443384.500000000, , ,5.45319663293745,-23.7601006,  91.3777395, -0.3993895,
2443387.500000000, , ,5.41160214765082,-24.2468969,  91.8331899, -0.3972883,
2443390.500000000, , ,5.36919550243205,-24.6982824,  92.2705657, -0.3952060,
2443393.500000000, , ,5.32603985481077,-25.1081392,  92.6890072, -0.3931309,
2443396.500000000, , ,5.28221377655279,-25.4744339,  93.0875703, -0.3910505,
2443399.500000000, , ,5.23779634060878,-25.7896097,  93.4652798, -0.3889592,
2443402.500000000, , ,5.19288195671792,-26.0458389,  93.8212534, -0.3868531,
2443405.500000000, , ,5.14756811331877,-26.2500186,  94.1548423, -0.3847356,
